Density:0.1, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 73
Density:0.5, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 53
Density:0.6, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 51
Density:0.7, Vertices: 50, Time: 0.0011 seconds, MST Weight by matrix: 50
Density:0.8, Vertices: 50, Time: 0.0020 seconds, MST Weight by matrix: 49
Density:0.1, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 142
Density:0.2, Vertices: 70, Time: 0.0010 seconds, MST Weight by matrix: 100
Density:0.3, Vertices: 70, Time: 0.0021 seconds, MST Weight by matrix: 81
Density:0.4, Vertices: 70, Time: 0.0030 seconds, MST Weight by matrix: 75
Density:0.5, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 74
Density:0.6, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 73
Density:0.7, Vertices: 70, Time: 0.0030 seconds, MST Weight by matrix: 69
Density:0.8, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 69
Density:0.1, Vertices: 90, Time: 0.0020 seconds, MST Weight by matrix: 156
Density:0.2, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 105
Density:0.3, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 90
Density:0.4, Vertices: 90, Time: 0.0041 seconds, MST Weight by matrix: 94
Density:0.5, Vertices: 90, Time: 0.0051 seconds, MST Weight by matrix: 90
Density:0.6, Vertices: 90, Time: 0.0035 seconds, MST Weight by matrix: 89
Density:0.7, Vertices: 90, Time: 0.0040 seconds, MST Weight by matrix: 89
Density:0.8, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 89
Density:0.1, Vertices: 100, Time: 0.0020 seconds, MST Weight by matrix: 183
Density:0.2, Vertices: 100, Time: 0.0030 seconds, MST Weight by matrix: 123
Density:0.3, Vertices: 100, Time: 0.0020 seconds, MST Weight by matrix: 109
Density:0.4, Vertices: 100, Time: 0.0030 seconds, MST Weight by matrix: 100
Density:0.5, Vertices: 100, Time: 0.0030 seconds, MST Weight by matrix: 100
Density:0.6, Vertices: 100, Time: 0.0060 seconds, MST Weight by matrix: 99
Density:0.7, Vertices: 100, Time: 0.0041 seconds, MST Weight by matrix: 99
Density:0.8, Vertices: 100, Time: 0.0081 seconds, MST Weight by matrix: 99
Density:0.1, Vertices: 120, Time: 0.0031 seconds, MST Weight by matrix: 180
Density:0.2, Vertices: 120, Time: 0.0040 seconds, MST Weight by matrix: 133
Density:0.3, Vertices: 120, Time: 0.0050 seconds, MST Weight by matrix: 121
Density:0.4, Vertices: 120, Time: 0.0040 seconds, MST Weight by matrix: 120
Density:0.5, Vertices: 120, Time: 0.0041 seconds, MST Weight by matrix: 119
Density:0.6, Vertices: 120, Time: 0.0060 seconds, MST Weight by matrix: 119
Density:0.7, Vertices: 120, Time: 0.0050 seconds, MST Weight by matrix: 119
Density:0.8, Vertices: 120, Time: 0.0070 seconds, MST Weight by matrix: 119
Density:0.1, Vertices: 150, Time: 0.0060 seconds, MST Weight by matrix: 199
Density:0.2, Vertices: 150, Time: 0.0055 seconds, MST Weight by matrix: 156
Density:0.3, Vertices: 150, Time: 0.0060 seconds, MST Weight by matrix: 149
Density:0.4, Vertices: 150, Time: 0.0090 seconds, MST Weight by matrix: 150
Density:0.5, Vertices: 150, Time: 0.0124 seconds, MST Weight by matrix: 150
Density:0.6, Vertices: 150, Time: 0.0090 seconds, MST Weight by matrix: 149
Density:0.7, Vertices: 150, Time: 0.0091 seconds, MST Weight by matrix: 149
Density:0.8, Vertices: 150, Time: 0.0110 seconds, MST Weight by matrix: 149
Density:0.1, Vertices: 180, Time: 0.0070 seconds, MST Weight by matrix: 212
Density:0.2, Vertices: 180, Time: 0.0060 seconds, MST Weight by matrix: 190
Density:0.3, Vertices: 180, Time: 0.0127 seconds, MST Weight by matrix: 179
Density:0.4, Vertices: 180, Time: 0.0090 seconds, MST Weight by matrix: 179
Density:0.5, Vertices: 180, Time: 0.0101 seconds, MST Weight by matrix: 179
Density:0.6, Vertices: 180, Time: 0.0120 seconds, MST Weight by matrix: 179
Density:0.7, Vertices: 180, Time: 0.0131 seconds, MST Weight by matrix: 179
Density:0.8, Vertices: 180, Time: 0.0150 seconds, MST Weight by matrix: 179
Density:0.1, Vertices: 200, Time: 0.0080 seconds, MST Weight by matrix: 242
Density:0.2, Vertices: 200, Time: 0.0125 seconds, MST Weight by matrix: 200
Density:0.3, Vertices: 200, Time: 0.0091 seconds, MST Weight by matrix: 201
Density:0.4, Vertices: 200, Time: 0.0121 seconds, MST Weight by matrix: 199
Density:0.5, Vertices: 200, Time: 0.0228 seconds, MST Weight by matrix: 199
Density:0.6, Vertices: 200, Time: 0.0150 seconds, MST Weight by matrix: 199
Density:0.7, Vertices: 200, Time: 0.0162 seconds, MST Weight by matrix: 199
Density:0.8, Vertices: 200, Time: 0.0181 seconds, MST Weight by matrix: 199
Density:0.1, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 93
Density:0.2, Vertices: 20, Time: 0.0010 seconds, MST Weight by matrix: 54
Density:0.3, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 48
Density:0.4, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 41
Density:0.5, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 36
Density:0.6, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 37
Density:0.7, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 22
Density:0.8, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 22
Density:0.1, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 123
Density:0.2, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 91
Density:0.3, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 69
Density:0.4, Vertices: 50, Time: 0.0000 seconds, MST Weight by matrix: 57
Density:0.5, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 52
Density:0.6, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 50
Density:0.7, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 51
Density:0.8, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 51
Density:0.1, Vertices: 70, Time: 0.0010 seconds, MST Weight by matrix: 142
Density:0.2, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 103
Density:0.3, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 79
Density:0.4, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 77
Density:0.5, Vertices: 70, Time: 0.0021 seconds, MST Weight by matrix: 74
Density:0.6, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 69
Density:0.7, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 69
Density:0.8, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 69
Density:0.1, Vertices: 90, Time: 0.0015 seconds, MST Weight by matrix: 171
Density:0.2, Vertices: 90, Time: 0.0020 seconds, MST Weight by matrix: 111
Density:0.3, Vertices: 90, Time: 0.0020 seconds, MST Weight by matrix: 94
Density:0.4, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 90
Density:0.5, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 89
Density:0.6, Vertices: 90, Time: 0.0040 seconds, MST Weight by matrix: 89
Density:0.7, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 89
Density:0.8, Vertices: 90, Time: 0.0040 seconds, MST Weight by matrix: 89
Density:0.1, Vertices: 100, Time: 0.0020 seconds, MST Weight by matrix: 176
Density:0.2, Vertices: 100, Time: 0.0031 seconds, MST Weight by matrix: 132
Density:0.3, Vertices: 100, Time: 0.0030 seconds, MST Weight by matrix: 103
Density:0.4, Vertices: 100, Time: 0.0051 seconds, MST Weight by matrix: 99
Density:0.5, Vertices: 100, Time: 0.0041 seconds, MST Weight by matrix: 99
Density:0.6, Vertices: 100, Time: 0.0040 seconds, MST Weight by matrix: 100
Density:0.7, Vertices: 100, Time: 0.0040 seconds, MST Weight by matrix: 99
Density:0.8, Vertices: 100, Time: 0.0050 seconds, MST Weight by matrix: 99
Density:0.1, Vertices: 120, Time: 0.0030 seconds, MST Weight by matrix: 194
Density:0.2, Vertices: 120, Time: 0.0050 seconds, MST Weight by matrix: 129
Density:0.3, Vertices: 120, Time: 0.0030 seconds, MST Weight by matrix: 122
Density:0.4, Vertices: 120, Time: 0.0071 seconds, MST Weight by matrix: 119
Density:0.5, Vertices: 120, Time: 0.0040 seconds, MST Weight by matrix: 119
Density:0.6, Vertices: 120, Time: 0.0060 seconds, MST Weight by matrix: 119
Density:0.7, Vertices: 120, Time: 0.0060 seconds, MST Weight by matrix: 119
Density:0.8, Vertices: 120, Time: 0.0123 seconds, MST Weight by matrix: 119
Density:0.1, Vertices: 150, Time: 0.0051 seconds, MST Weight by matrix: 202
Density:0.2, Vertices: 150, Time: 0.0071 seconds, MST Weight by matrix: 160
Density:0.3, Vertices: 150, Time: 0.0050 seconds, MST Weight by matrix: 152
Density:0.4, Vertices: 150, Time: 0.0100 seconds, MST Weight by matrix: 150
Density:0.5, Vertices: 150, Time: 0.0070 seconds, MST Weight by matrix: 149
Density:0.6, Vertices: 150, Time: 0.0090 seconds, MST Weight by matrix: 149
Density:0.7, Vertices: 150, Time: 0.0100 seconds, MST Weight by matrix: 149
Density:0.8, Vertices: 150, Time: 0.0110 seconds, MST Weight by matrix: 149
Density:0.1, Vertices: 180, Time: 0.0060 seconds, MST Weight by matrix: 208
Density:0.2, Vertices: 180, Time: 0.0097 seconds, MST Weight by matrix: 187
Density:0.3, Vertices: 180, Time: 0.0120 seconds, MST Weight by matrix: 180
Density:0.4, Vertices: 180, Time: 0.0100 seconds, MST Weight by matrix: 179
Density:0.5, Vertices: 180, Time: 0.0180 seconds, MST Weight by matrix: 179
Density:0.6, Vertices: 180, Time: 0.0121 seconds, MST Weight by matrix: 179
Density:0.7, Vertices: 180, Time: 0.0140 seconds, MST Weight by matrix: 179
Density:0.8, Vertices: 180, Time: 0.0166 seconds, MST Weight by matrix: 179
Density:0.1, Vertices: 200, Time: 0.0090 seconds, MST Weight by matrix: 230
Density:0.2, Vertices: 200, Time: 0.0120 seconds, MST Weight by matrix: 199
Density:0.3, Vertices: 200, Time: 0.0090 seconds, MST Weight by matrix: 199
Density:0.4, Vertices: 200, Time: 0.0110 seconds, MST Weight by matrix: 199
Density:0.5, Vertices: 200, Time: 0.0141 seconds, MST Weight by matrix: 199
Density:0.6, Vertices: 200, Time: 0.0151 seconds, MST Weight by matrix: 199
Density:0.7, Vertices: 200, Time: 0.0167 seconds, MST Weight by matrix: 199
Density:0.8, Vertices: 200, Time: 0.0191 seconds, MST Weight by matrix: 199
Density:0.1, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 71
Density:0.2, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 61
Density:0.3, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 44
Density:0.4, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 38
Density:0.5, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 34
Density:0.6, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 36
Density:0.7, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 23
Density:0.8, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 25
Density:0.1, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 163
Density:0.2, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 72
Density:0.3, Vertices: 50, Time: 0.0015 seconds, MST Weight by matrix: 69
Density:0.4, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 59
Density:0.5, Vertices: 50, Time: 0.0020 seconds, MST Weight by matrix: 54
Density:0.6, Vertices: 50, Time: 0.0020 seconds, MST Weight by matrix: 49
Density:0.7, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 53
Density:0.8, Vertices: 50, Time: 0.0020 seconds, MST Weight by matrix: 49
Density:0.1, Vertices: 70, Time: 0.0010 seconds, MST Weight by matrix: 179
Density:0.2, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 112
Density:0.3, Vertices: 70, Time: 0.0021 seconds, MST Weight by matrix: 79
Density:0.4, Vertices: 70, Time: 0.0030 seconds, MST Weight by matrix: 77
Density:0.5, Vertices: 70, Time: 0.0030 seconds, MST Weight by matrix: 69
Density:0.6, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 70
Density:0.7, Vertices: 70, Time: 0.0027 seconds, MST Weight by matrix: 69
Density:0.8, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 70
Density:0.1, Vertices: 90, Time: 0.0010 seconds, MST Weight by matrix: 160
Density:0.2, Vertices: 90, Time: 0.0020 seconds, MST Weight by matrix: 110
Density:0.3, Vertices: 90, Time: 0.0020 seconds, MST Weight by matrix: 97
Density:0.4, Vertices: 90, Time: 0.0021 seconds, MST Weight by matrix: 93
Density:0.5, Vertices: 90, Time: 0.0020 seconds, MST Weight by matrix: 90
Density:0.6, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 90
Density:0.7, Vertices: 90, Time: 0.0040 seconds, MST Weight by matrix: 90
Density:0.8, Vertices: 90, Time: 0.0040 seconds, MST Weight by matrix: 89
Density:0.1, Vertices: 100, Time: 0.0020 seconds, MST Weight by matrix: 171
Density:0.2, Vertices: 100, Time: 0.0038 seconds, MST Weight by matrix: 124
Density:0.3, Vertices: 100, Time: 0.0040 seconds, MST Weight by matrix: 107
Density:0.4, Vertices: 100, Time: 0.0030 seconds, MST Weight by matrix: 100
Density:0.5, Vertices: 100, Time: 0.0035 seconds, MST Weight by matrix: 100
Density:0.6, Vertices: 100, Time: 0.0040 seconds, MST Weight by matrix: 99
Density:0.7, Vertices: 100, Time: 0.0050 seconds, MST Weight by matrix: 100
Density:0.8, Vertices: 100, Time: 0.0080 seconds, MST Weight by matrix: 99
Density:0.1, Vertices: 120, Time: 0.0030 seconds, MST Weight by matrix: 173
Density:0.2, Vertices: 120, Time: 0.0030 seconds, MST Weight by matrix: 128
Density:0.3, Vertices: 120, Time: 0.0052 seconds, MST Weight by matrix: 120
Density:0.4, Vertices: 120, Time: 0.0040 seconds, MST Weight by matrix: 119
Density:0.5, Vertices: 120, Time: 0.0080 seconds, MST Weight by matrix: 119
Density:0.6, Vertices: 120, Time: 0.0060 seconds, MST Weight by matrix: 119
Density:0.7, Vertices: 120, Time: 0.0060 seconds, MST Weight by matrix: 119
Density:0.8, Vertices: 120, Time: 0.0060 seconds, MST Weight by matrix: 119
Density:0.1, Vertices: 150, Time: 0.0050 seconds, MST Weight by matrix: 197
Density:0.2, Vertices: 150, Time: 0.0040 seconds, MST Weight by matrix: 154
Density:0.3, Vertices: 150, Time: 0.0090 seconds, MST Weight by matrix: 150
Density:0.4, Vertices: 150, Time: 0.0060 seconds, MST Weight by matrix: 149
Density:0.5, Vertices: 150, Time: 0.0080 seconds, MST Weight by matrix: 149
Density:0.6, Vertices: 150, Time: 0.0090 seconds, MST Weight by matrix: 149
Density:0.7, Vertices: 150, Time: 0.0090 seconds, MST Weight by matrix: 149
Density:0.8, Vertices: 150, Time: 0.0111 seconds, MST Weight by matrix: 149
Density:0.1, Vertices: 180, Time: 0.0060 seconds, MST Weight by matrix: 223
Density:0.2, Vertices: 180, Time: 0.0053 seconds, MST Weight by matrix: 186
Density:0.3, Vertices: 180, Time: 0.0070 seconds, MST Weight by matrix: 179
Density:0.4, Vertices: 180, Time: 0.0090 seconds, MST Weight by matrix: 179
Density:0.5, Vertices: 180, Time: 0.0110 seconds, MST Weight by matrix: 179
Density:0.6, Vertices: 180, Time: 0.0133 seconds, MST Weight by matrix: 179
Density:0.7, Vertices: 180, Time: 0.0130 seconds, MST Weight by matrix: 179
Density:0.8, Vertices: 180, Time: 0.0155 seconds, MST Weight by matrix: 179
Density:0.1, Vertices: 200, Time: 0.0090 seconds, MST Weight by matrix: 224
Density:0.2, Vertices: 200, Time: 0.0070 seconds, MST Weight by matrix: 203
Density:0.3, Vertices: 200, Time: 0.0090 seconds, MST Weight by matrix: 199
Density:0.4, Vertices: 200, Time: 0.0110 seconds, MST Weight by matrix: 199
Density:0.5, Vertices: 200, Time: 0.0133 seconds, MST Weight by matrix: 199
Density:0.6, Vertices: 200, Time: 0.0153 seconds, MST Weight by matrix: 199
Density:0.7, Vertices: 200, Time: 0.0177 seconds, MST Weight by matrix: 199
Density:0.8, Vertices: 200, Time: 0.0185 seconds, MST Weight by matrix: 199
Density:0.1, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 59
Density:0.2, Vertices: 20, Time: 0.0010 seconds, MST Weight by matrix: 61
Density:0.3, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 52
Density:0.4, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 32
Density:0.5, Vertices: 20, Time: 0.0010 seconds, MST Weight by matrix: 42
Density:0.6, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 28
Density:0.7, Vertices: 20, Time: 0.0010 seconds, MST Weight by matrix: 22
Density:0.8, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 28
Density:0.1, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 168
Density:0.2, Vertices: 50, Time: 0.0005 seconds, MST Weight by matrix: 88
Density:0.3, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 71
Density:0.4, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 51
Density:0.5, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 54
Density:0.6, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 50
Density:0.7, Vertices: 50, Time: 0.0011 seconds, MST Weight by matrix: 55
Density:0.8, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 50
Density:0.1, Vertices: 70, Time: 0.0010 seconds, MST Weight by matrix: 134
Density:0.2, Vertices: 70, Time: 0.0010 seconds, MST Weight by matrix: 99
Density:0.3, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 77
Density:0.4, Vertices: 70, Time: 0.0030 seconds, MST Weight by matrix: 76
Density:0.5, Vertices: 70, Time: 0.0010 seconds, MST Weight by matrix: 73
Density:0.6, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 71
Density:0.7, Vertices: 70, Time: 0.0030 seconds, MST Weight by matrix: 69
Density:0.8, Vertices: 70, Time: 0.0031 seconds, MST Weight by matrix: 69
Density:0.1, Vertices: 90, Time: 0.0010 seconds, MST Weight by matrix: 180
Density:0.2, Vertices: 90, Time: 0.0020 seconds, MST Weight by matrix: 111
Density:0.3, Vertices: 90, Time: 0.0031 seconds, MST Weight by matrix: 95
Density:0.4, Vertices: 90, Time: 0.0020 seconds, MST Weight by matrix: 92
Density:0.5, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 90
Density:0.6, Vertices: 90, Time: 0.0031 seconds, MST Weight by matrix: 89
Density:0.7, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 89
Density:0.8, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 89
Density:0.1, Vertices: 100, Time: 0.0020 seconds, MST Weight by matrix: 180
Density:0.2, Vertices: 100, Time: 0.0030 seconds, MST Weight by matrix: 119
Density:0.3, Vertices: 100, Time: 0.0020 seconds, MST Weight by matrix: 105
Density:0.4, Vertices: 100, Time: 0.0033 seconds, MST Weight by matrix: 99
Density:0.5, Vertices: 100, Time: 0.0030 seconds, MST Weight by matrix: 99
Density:0.6, Vertices: 100, Time: 0.0061 seconds, MST Weight by matrix: 100
Density:0.7, Vertices: 100, Time: 0.0041 seconds, MST Weight by matrix: 99
Density:0.8, Vertices: 100, Time: 0.0041 seconds, MST Weight by matrix: 99
Density:0.1, Vertices: 120, Time: 0.0030 seconds, MST Weight by matrix: 162
Density:0.2, Vertices: 120, Time: 0.0045 seconds, MST Weight by matrix: 129
Density:0.3, Vertices: 120, Time: 0.0040 seconds, MST Weight by matrix: 121
Density:0.4, Vertices: 120, Time: 0.0045 seconds, MST Weight by matrix: 121
Density:0.5, Vertices: 120, Time: 0.0051 seconds, MST Weight by matrix: 119
Density:0.6, Vertices: 120, Time: 0.0051 seconds, MST Weight by matrix: 119
Density:0.7, Vertices: 120, Time: 0.0062 seconds, MST Weight by matrix: 119
Density:0.8, Vertices: 120, Time: 0.0060 seconds, MST Weight by matrix: 119
Density:0.1, Vertices: 150, Time: 0.0040 seconds, MST Weight by matrix: 207
Density:0.2, Vertices: 150, Time: 0.0061 seconds, MST Weight by matrix: 154
Density:0.3, Vertices: 150, Time: 0.0091 seconds, MST Weight by matrix: 152
Density:0.4, Vertices: 150, Time: 0.0071 seconds, MST Weight by matrix: 149
Density:0.5, Vertices: 150, Time: 0.0081 seconds, MST Weight by matrix: 149
Density:0.6, Vertices: 150, Time: 0.0090 seconds, MST Weight by matrix: 149
Density:0.7, Vertices: 150, Time: 0.0091 seconds, MST Weight by matrix: 149
Density:0.8, Vertices: 150, Time: 0.0100 seconds, MST Weight by matrix: 149
Density:0.1, Vertices: 180, Time: 0.0070 seconds, MST Weight by matrix: 212
Density:0.2, Vertices: 180, Time: 0.0095 seconds, MST Weight by matrix: 184
Density:0.3, Vertices: 180, Time: 0.0070 seconds, MST Weight by matrix: 179
Density:0.4, Vertices: 180, Time: 0.0100 seconds, MST Weight by matrix: 179
Density:0.5, Vertices: 180, Time: 0.0101 seconds, MST Weight by matrix: 179
Density:0.6, Vertices: 180, Time: 0.0135 seconds, MST Weight by matrix: 179
Density:0.7, Vertices: 180, Time: 0.0140 seconds, MST Weight by matrix: 179
Density:0.8, Vertices: 180, Time: 0.0140 seconds, MST Weight by matrix: 179
Density:0.1, Vertices: 200, Time: 0.0086 seconds, MST Weight by matrix: 237
Density:0.2, Vertices: 200, Time: 0.0120 seconds, MST Weight by matrix: 205
Density:0.3, Vertices: 200, Time: 0.0090 seconds, MST Weight by matrix: 202
Density:0.4, Vertices: 200, Time: 0.0111 seconds, MST Weight by matrix: 199
Density:0.5, Vertices: 200, Time: 0.0210 seconds, MST Weight by matrix: 199
Density:0.6, Vertices: 200, Time: 0.0150 seconds, MST Weight by matrix: 199
Density:0.7, Vertices: 200, Time: 0.0167 seconds, MST Weight by matrix: 199
Density:0.8, Vertices: 200, Time: 0.0181 seconds, MST Weight by matrix: 199
Density:0.1, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 61
Density:0.2, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 64
Density:0.3, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 47
Density:0.4, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 33
Density:0.5, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 45
Density:0.6, Vertices: 20, Time: 0.0010 seconds, MST Weight by matrix: 35
Density:0.7, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 23
Density:0.8, Vertices: 20, Time: 0.0010 seconds, MST Weight by matrix: 32
Density:0.1, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 137
Density:0.2, Vertices: 50, Time: 0.0000 seconds, MST Weight by matrix: 83
Density:0.3, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 71
Density:0.4, Vertices: 50, Time: 0.0012 seconds, MST Weight by matrix: 56
Density:0.5, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 54
Density:0.6, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 52
Density:0.7, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 50
Density:0.8, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 50
Density:0.1, Vertices: 70, Time: 0.0010 seconds, MST Weight by matrix: 167
Density:0.2, Vertices: 70, Time: 0.0010 seconds, MST Weight by matrix: 112
Density:0.3, Vertices: 70, Time: 0.0010 seconds, MST Weight by matrix: 81
Density:0.4, Vertices: 70, Time: 0.0030 seconds, MST Weight by matrix: 72
Density:0.5, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 72
Density:0.6, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 71
Density:0.7, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 70
Density:0.8, Vertices: 70, Time: 0.0030 seconds, MST Weight by matrix: 69
Density:0.1, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 170
Density:0.2, Vertices: 90, Time: 0.0021 seconds, MST Weight by matrix: 114
Density:0.3, Vertices: 90, Time: 0.0031 seconds, MST Weight by matrix: 99
Density:0.4, Vertices: 90, Time: 0.0020 seconds, MST Weight by matrix: 90
Density:0.5, Vertices: 90, Time: 0.0040 seconds, MST Weight by matrix: 92
Density:0.6, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 90
Density:0.7, Vertices: 90, Time: 0.0031 seconds, MST Weight by matrix: 90
Density:0.8, Vertices: 90, Time: 0.0040 seconds, MST Weight by matrix: 89
Density:0.1, Vertices: 100, Time: 0.0020 seconds, MST Weight by matrix: 179
Density:0.2, Vertices: 100, Time: 0.0030 seconds, MST Weight by matrix: 123
Density:0.3, Vertices: 100, Time: 0.0040 seconds, MST Weight by matrix: 103
Density:0.4, Vertices: 100, Time: 0.0056 seconds, MST Weight by matrix: 101
Density:0.5, Vertices: 100, Time: 0.0040 seconds, MST Weight by matrix: 100
Density:0.6, Vertices: 100, Time: 0.0040 seconds, MST Weight by matrix: 99
Density:0.7, Vertices: 100, Time: 0.0040 seconds, MST Weight by matrix: 99
Density:0.8, Vertices: 100, Time: 0.0040 seconds, MST Weight by matrix: 99
Density:0.1, Vertices: 120, Time: 0.0030 seconds, MST Weight by matrix: 171
Density:0.2, Vertices: 120, Time: 0.0020 seconds, MST Weight by matrix: 134
Density:0.3, Vertices: 120, Time: 0.0030 seconds, MST Weight by matrix: 122
Density:0.4, Vertices: 120, Time: 0.0040 seconds, MST Weight by matrix: 119
Density:0.5, Vertices: 120, Time: 0.0050 seconds, MST Weight by matrix: 119
Density:0.6, Vertices: 120, Time: 0.0060 seconds, MST Weight by matrix: 119
Density:0.7, Vertices: 120, Time: 0.0061 seconds, MST Weight by matrix: 119
Density:0.8, Vertices: 120, Time: 0.0070 seconds, MST Weight by matrix: 119
Density:0.1, Vertices: 150, Time: 0.0051 seconds, MST Weight by matrix: 197
Density:0.2, Vertices: 150, Time: 0.0060 seconds, MST Weight by matrix: 160
Density:0.3, Vertices: 150, Time: 0.0050 seconds, MST Weight by matrix: 150
Density:0.4, Vertices: 150, Time: 0.0110 seconds, MST Weight by matrix: 149
Density:0.5, Vertices: 150, Time: 0.0075 seconds, MST Weight by matrix: 149
Density:0.6, Vertices: 150, Time: 0.0091 seconds, MST Weight by matrix: 149
Density:0.7, Vertices: 150, Time: 0.0092 seconds, MST Weight by matrix: 149
Density:0.8, Vertices: 150, Time: 0.0100 seconds, MST Weight by matrix: 149
Density:0.1, Vertices: 180, Time: 0.0070 seconds, MST Weight by matrix: 224
Density:0.2, Vertices: 180, Time: 0.0057 seconds, MST Weight by matrix: 183
Density:0.3, Vertices: 180, Time: 0.0070 seconds, MST Weight by matrix: 179
Density:0.4, Vertices: 180, Time: 0.0090 seconds, MST Weight by matrix: 179
Density:0.5, Vertices: 180, Time: 0.0100 seconds, MST Weight by matrix: 179
Density:0.6, Vertices: 180, Time: 0.0125 seconds, MST Weight by matrix: 179
Density:0.7, Vertices: 180, Time: 0.0131 seconds, MST Weight by matrix: 179
Density:0.8, Vertices: 180, Time: 0.0142 seconds, MST Weight by matrix: 179
